file_name,rule_id,rule_name,checker_key,source_key,severity,line_start,line_end,code_snippet,message,is_mapped_to_excel
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,3680,3680,"dpGet(\""C1_HVAC:T1_HGB_C2701C_MVD_I.PVLAST\"",PV1);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,3681,3681,"dpGet(\""C1_HVAC:T1_HGB_C2701C_MVD_TOT.PVLAST\"",TOT1);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,3799,3799,"dpGet($SetDP + \"".cmd.AUTOSEL.SEL1\"",value1);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,3800,3800,"dpGet($SetDP + \"".cmd.AUTOSEL.SEL2\"",value2);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,3801,3801,"dpGet($SetDP + \"".cmd.AUTOSEL.SEL3\"",value3);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,3802,3802,"dpGet($SetDP + \"".cmd.AUTOSEL.SEL4\"",value4);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,3803,3803,"dpGet($SetDP + \"".cmd.AUTOSEL.SEL5\"",value5);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,4433,4433,"dpGet($SetDP + \"".cmd.HOLD_BIT\"",chkbit);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,4434,4434,"dpGet($SetDP + \"".alert.PROCESS_HOLD\"",proc_hold);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,4440,4440,"dpSet($SetDP + \"".cmd.HOLD_BIT\"",false);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,4445,4445,"dpSet($SetDP + \"".cmd.HOLD_BIT\"",true);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,4493,4493,"dpGet($SetDP + \"".cmd.CANCEL_BIT\"",chkbit);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,4499,4499,"dpSet($SetDP + \"".cmd.CANCEL_BIT\"",false);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,4504,4504,"dpSet($SetDP + \"".cmd.CANCEL_BIT\"",true);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,4545,4545,"dpGet($SetDP + \"".cmd.ALMRESET_BIT\"",chkbit);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,4551,4551,"dpSet($SetDP + \"".cmd.ALMRESET_BIT\"",false);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,4556,4556,"dpSet($SetDP + \"".cmd.ALMRESET_BIT\"",true);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,5158,5158,"dpGet(\""C1_HVAC:T1_HGB_C2701D_ZV.PVLAST\"",ST1);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,5159,5159,"dpGet(\""C1_HVAC:T1_DPT_C2HG01NLOGIC.alert.LOOPERR\"",LOOP1);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,5160,5160,"dpGet(\""C1_HVAC:T1_HGB_C2701D_MVD_I.PVLAST\"",PV1);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,5161,5161,"dpGet(\""C1_HVAC:T1_HGB_C2701D_MVD_TOT.PVLAST\"",TOT1);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,5228,5228,"dpGet(\""C1_HVAC:T1_HGB_C2701E_ZV.PVLAST\"",ST1);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,5229,5229,"dpGet(\""C1_HVAC:T1_DPT_C2HG01NLOGIC.alert.LOOPERR\"",LOOP1);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,5230,5230,"dpGet(\""C1_HVAC:T1_HGB_C2701E_MVD_I.PVLAST\"",PV1);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,5231,5231,"dpGet(\""C1_HVAC:T1_HGB_C2701E_MVD_TOT.PVLAST\"",TOT1);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,성능|시스템 부하 및 성능 최적화|메모리 누수 체크,Medium,53,53,"dpConnect(\""CB_value_textfield\"",dp_press_set1);",[CTL_RES_001] 위반: 메모리 누수 체크,True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,성능|시스템 부하 및 성능 최적화|메모리 누수 체크,Medium,55,55,"dpConnect(\""CB_value_textfield\"",dp_press_set1_max);",[CTL_RES_001] 위반: 메모리 누수 체크,True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,성능|시스템 부하 및 성능 최적화|메모리 누수 체크,Medium,56,56,"dpConnect(\""CB_value_textfield\"",dp_press_set1_min);",[CTL_RES_001] 위반: 메모리 누수 체크,True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,성능|시스템 부하 및 성능 최적화|메모리 누수 체크,Medium,58,58,"dpConnect(\""CB_check_box\"",$SetDP + \"".cmd.AUTOSEL.SEL1\"",$SetDP + \"".cmd.AUTOSEL.SEL2\"",$SetDP + \"".cmd.AUTOSEL.SEL3\"",$SetDP + \"".cmd.AUTOSEL.SEL4\"",$SetDP + \"".cmd.AUTOSEL.SEL5\"");",[CTL_RES_001] 위반: 메모리 누수 체크,True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,성능|시스템 부하 및 성능 최적화|메모리 누수 체크,Medium,70,70,"dpConnect(\""CB_value_textfield\"",dp_hz_set1);",[CTL_RES_001] 위반: 메모리 누수 체크,True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,성능|시스템 부하 및 성능 최적화|메모리 누수 체크,Medium,72,72,"dpConnect(\""CB_value_textfield\"",dp_fan_vib_hilm);",[CTL_RES_001] 위반: 메모리 누수 체크,True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,성능|시스템 부하 및 성능 최적화|메모리 누수 체크,Medium,74,74,"dpConnect(\""CB_value_textfield\"",dp_ad_open_tm_set);",[CTL_RES_001] 위반: 메모리 누수 체크,True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,성능|시스템 부하 및 성능 최적화|메모리 누수 체크,Medium,75,75,"dpConnect(\""CB_value_textfield\"",dp_ad_open_tmlm);",[CTL_RES_001] 위반: 메모리 누수 체크,True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,성능|시스템 부하 및 성능 최적화|메모리 누수 체크,Medium,76,76,"dpConnect(\""CB_value_textfield\"",dp_ad_open_lm);",[CTL_RES_001] 위반: 메모리 누수 체크,True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,성능|시스템 부하 및 성능 최적화|메모리 누수 체크,Medium,81,81,"dpConnect(\""CB_value_check_box\"",dp_fan_vib_invalidity);",[CTL_RES_001] 위반: 메모리 누수 체크,True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,성능|시스템 부하 및 성능 최적화|메모리 누수 체크,Medium,3257,3257,"dpConnect(\""EP_setBackColorCB\"",",[CTL_RES_001] 위반: 메모리 누수 체크,True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,성능|시스템 부하 및 성능 최적화|메모리 누수 체크,Medium,3306,3306,"dpConnect(\""EP_setBackColorCB\"",",[CTL_RES_001] 위반: 메모리 누수 체크,True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,성능|시스템 부하 및 성능 최적화|메모리 누수 체크,Medium,3355,3355,"dpConnect(\""EP_setBackColorCB\"",",[CTL_RES_001] 위반: 메모리 누수 체크,True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,성능|시스템 부하 및 성능 최적화|메모리 누수 체크,Medium,3786,3786,"dpConnect(\""CB_check_autoAB\"",$SetDP + \"".cmd.AUTOSEL.SEL1\"");",[CTL_RES_001] 위반: 메모리 누수 체크,True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,성능|시스템 부하 및 성능 최적화|메모리 누수 체크,Medium,3787,3787,"dpConnect(\""CB_check_autoAB\"",$SetDP + \"".cmd.AUTOSEL.SEL2\"");",[CTL_RES_001] 위반: 메모리 누수 체크,True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,성능|시스템 부하 및 성능 최적화|메모리 누수 체크,Medium,3788,3788,"dpConnect(\""CB_check_autoAB\"",$SetDP + \"".cmd.AUTOSEL.SEL3\"");",[CTL_RES_001] 위반: 메모리 누수 체크,True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,성능|시스템 부하 및 성능 최적화|메모리 누수 체크,Medium,3789,3789,"dpConnect(\""CB_check_autoAB\"",$SetDP + \"".cmd.AUTOSEL.SEL4\"");",[CTL_RES_001] 위반: 메모리 누수 체크,True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,성능|시스템 부하 및 성능 최적화|메모리 누수 체크,Medium,3790,3790,"dpConnect(\""CB_check_autoAB\"",$SetDP + \"".cmd.AUTOSEL.SEL5\"");",[CTL_RES_001] 위반: 메모리 누수 체크,True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,성능|시스템 부하 및 성능 최적화|메모리 누수 체크,Medium,4153,4153,"dpConnect(\""EP_setBackColorCB\"",",[CTL_RES_001] 위반: 메모리 누수 체크,True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,성능|시스템 부하 및 성능 최적화|메모리 누수 체크,Medium,4238,4238,"dpConnect(\""EP_setBackColorCB\"",",[CTL_RES_001] 위반: 메모리 누수 체크,True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,성능|시스템 부하 및 성능 최적화|메모리 누수 체크,Medium,4322,4322,"dpConnect(\""EP_setBackColorCB\"",",[CTL_RES_001] 위반: 메모리 누수 체크,True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,성능|시스템 부하 및 성능 최적화|메모리 누수 체크,Medium,5017,5017,"dpConnect(\""EP_setBackColorCB\"",",[CTL_RES_001] 위반: 메모리 누수 체크,True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_RES_001,메모리 누수 체크,ctl.dp_connect_pair,성능|시스템 부하 및 성능 최적화|메모리 누수 체크,Medium,5066,5066,"dpConnect(\""EP_setBackColorCB\"",",[CTL_RES_001] 위반: 메모리 누수 체크,True
POP_CTRL_AUTOBACKUP_HGB_C2_2.pnl,CTL_ERR_002,"Try, Catch 예외처리",ctl.try_catch,"공통|예외처리|Try, Catch 예외처리",Medium,1106,1106,"ChildPanelOnCentralModal(POPUP_ERR_MSG_FILENAME,\""err\"",","[CTL_ERR_002] 위반: Try, Catch 예외처리",True
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,432,432,"dpSet($SetDP + "".cmd.CANCEL_BIT"",false);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,433,433,"dpSet($SetDP + "".cmd.ALMRESET_BIT"",false);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,434,434,"dpSet($SetDP + "".cmd.HOLD_BIT"",false);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,597,597,"dpGet($SetDP + "".cmd.START_BIT"",bitstart);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,598,598,"dpGet($SetDP + "".cmd.HOLD_BIT"",bithold);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,599,599,"dpGet($SetDP + "".cmd.ALMRESET_BIT"",bitalmreset);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,600,600,"dpGet($SetDP + "".cmd.CANCEL_BIT"",bitcancel);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,601,601,"dpGet($SetDP + "".cmd.AB_START"",abstart);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,618,618,"dpSet($SetDP + "".cmd.AB_START"",false);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,620,620,"dpSet($SetDP + "".cmd.AB_START"",true);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,623,623,"dpSet($SetDP + "".cmd.START_BIT"",0);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,632,632,"dpSet($SetDP + "".cmd.HOLD_RESET"",1);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,634,634,"dpSet($SetDP + "".cmd.HOLD_BIT"",0);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,643,643,"dpSet($SetDP + "".cmd.AL_RESET"",1);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,645,645,"dpSet($SetDP + "".cmd.ALMRESET_BIT"",0);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,654,654,"dpSet($SetDP + "".cmd.CANCEL"",1);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,656,656,"dpSet($SetDP + "".cmd.CANCEL_BIT"",0);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,764,764,"dpSet($SetDP  + "".cmd.AUTOSEL.SEL1"",cur_value[1]);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
POP_CTRL_AUTOBACKUP_HGB_C2_2_pnl.txt,CTL_PRF_002,"Event, Ctrl Manager 이벤트 교환 횟수 최소화",ctl.batch_dp_ops,"성능|시스템 부하 및 성능 최적화|Event, Ctrl Manager 이벤트 교환 횟수 최소화",Medium,765,765,"dpSet($SetDP  + "".cmd.AUTOSEL.SEL2"",cur_value[2]);","[CTL_PRF_002] 위반: Event, Ctrl Manager 이벤트 교환 횟수 최소화",True
